Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2020-01-02 00:00:00-05:00,71.79987336808419,72.85661316556887,71.54538716413333,72.7960205078125,135480400,0.0,0.0,122959114.57565793,135480400,0.907578620786903,0.0,0.0,0.0,0.0,72.39934027917157,50.0,1000.0,72.7960205078125,72.7960205078125,72.7960205078125,0.0,0.0,0.0,0.0,72.39934027917157,73.71056628060711,71.08811427773603,3.6222042808110144,0.6512631034644838,0.0,0.0,71.54538716413333,72.85661316556887,72.20100016485111,1.801233078798341,0.9537893103934515,0.0,0.0,0.0,0.0,0.0,72.7960205078125,72.7960205078125,72.7960205078125,72.7960205078125,0.0,0.0,0.0,-34.803025050634005,1.0,42.80155439471254,-370.2634283703958,-370.2634283703958,0.0,72.20100016485111,72.20100016485111,72.20100016485111,72.20100016485111,0.0,0.0,0.0,0.0,0.0,113.93899273573173,111.46063099678508,0.0,0.0,0.0,70.95398721004992,72.85661316556887,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,95.37893103934515,95.37893103934515,-4.621068960654848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7960205078125,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,72.0204315021118,72.85176099103282,71.86289207131898,72.08829498291016,146322800,0.0,0.0,43341991.121175185,-10842400,0.15380233837364227,-103556380.43518066,0.1056474349796427,0.1056474349796427,-1422555.5148865173,72.33096140440335,0.0,1000.0,72.44215774536133,73.14988327026367,71.73443222045898,1.9539051484083143,0.25,0.0,0.0,72.33349481379611,73.48354227437079,71.18344735322142,3.179847630852576,0.3933957774388614,0.0,0.0,71.54538716413333,72.85661316556887,72.20100016485111,1.8100316752637098,0.414045952553141,0.0,0.0,-0.05645673702923659,-0.01129134740584732,-0.04516538962338927,72.44215774536133,72.44215774536133,72.68713965782753,72.74359639485677,0.029004067040784984,0.02206256175988409,0.006941505280900893,-0.001898835137116518,1.9602743025116085,43.15541715716371,-373.32458914949996,-371.79400875994787,-1.5305803895520853,72.20100016485111,72.20100016485111,72.20100016485111,72.20100016485111,0.0,0.0,0.0,0.0,-66.66666666666667,113.93899273573173,111.46063099678508,0.0,0.0,0.0,70.95398721004992,72.85661316556887,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,9.799722155750809,41.40459525531409,68.39176314732961,-58.59540474468591,0.0,0.0,-0.07761059368413119,-0.015522118736826239,-0.06208847494730495,0.6346480235395217,0.12692960470790435,0.5077184188316173,72.52263519415834,-0.9722035902036574,-0.9769603446406983,-0.9722035902036574
2020-01-06 00:00:00-05:00,71.2060546839858,72.70147701872006,70.95398721004992,72.6626968383789,118387200,0.0,0.0,156474709.0139776,107544800,0.391000656222582,-79048065.03819059,-0.7817237387747393,-0.3380381518975483,-479242.4935441426,72.26442758780225,0.0,1007.9680321972509,72.51567077636719,73.12979639181857,71.9015451609158,1.6937735219889287,0.6197035739208288,0.0,0.0,72.25768110554729,73.60687601548712,70.90848619560744,3.7343985837825637,0.6500953382820309,0.0,0.0,70.95398721004992,72.85661316556887,71.90530018780939,2.6237445439710685,0.8980796374466178,0.0,0.0,-0.05422461105146681,-0.019878000134971218,-0.03434661091649559,72.51567077636719,72.51567077636719,72.6833792240662,72.73760383511767,0.04584367192991744,0.06179920287299437,-0.01595553094307693,-0.003443381310049326,2.9899796326063868,43.08190412615785,-372.6886499347903,-372.09222248489533,-0.5964274498949749,71.90530018780939,71.90530018780939,71.90530018780939,71.90530018780939,0.0,0.0,0.0,0.0,-100.00000000000938,113.93899273573173,111.46063099678508,0.0,8.0,-8.0,70.95398721004992,72.85661316556887,0.0,1.0,46.63959528326056,0.0,0.0,0.0,-98.2125267006317,47.78436200905437,89.80796374466178,75.53049667977366,-10.19203625533822,0.0,0.0,-0.07454825041306516,-0.027327345072074023,-0.04722090534099114,-0.515547688894259,-0.0015658540125283033,-0.5139818348817307,72.57887505907877,0.796803219725084,0.7936455056245961,-0.1831469199875868
2020-01-07 00:00:00-05:00,72.67240156846412,72.9293138189329,72.10041048902463,72.32096862792969,108872000,0.0,0.0,105540962.68592077,-1327200,0.20732421543197999,-73070431.99388155,0.5231504683474932,-0.05097527848253447,-991260.8378505823,72.30416492995539,29.21555124156575,1003.2276203102693,72.46699523925781,73.02493286894396,71.90905760957166,1.5398392822665221,0.369137154801454,0.0,0.0,72.30581857381773,73.52494058874967,71.08669655888578,3.372126998845422,0.5062135101845441,0.0,0.0,70.95398721004992,72.9293138189329,71.94165051449141,2.725829327352708,0.6920280482895838,0.0,0.0,-0.07911822018105852,-0.031726044144188684,-0.047392176036869835,72.46699523925781,72.46699523925781,72.6276237477375,72.70674196791856,0.08652889646077762,0.07334625058336165,0.013182645877415966,-0.005594476651377228,3.9499864997682823,43.13057966326723,-373.1097274284178,-372.34659872077594,-0.7631287076418403,71.94165051449141,71.94165051449141,71.94165051449141,71.94165051449141,0.0,0.0,0.0,0.0,80.92571214278915,113.93899273573173,111.46063099678508,12.0,8.0,4.0,70.95398721004992,72.85661316556887,1.0,0.0,35.90930531440797,0.0,0.0,0.0,-96.7944618386509,44.18488577095997,69.20280482895838,66.80512127631141,-30.79719517104163,0.0,0.0,-0.10881827192307555,-0.04362553044227433,-0.06519274148080123,-2.006873702040924,-0.4026274236182075,-1.6042462784227167,72.4702641330256,-0.47029387198401773,-0.4714032331524898,-0.652579463230174
2020-01-08 00:00:00-05:00,72.02286498225183,73.78732306103302,72.02286498225183,73.48435974121094,132079200,0.0,0.0,192263286.94865683,130752000,0.29987648118396437,-40680403.49057035,0.5213143110323398,0.0920971188961841,1133430.9416502109,72.46773756034274,47.8606513727002,1003.2276203102693,72.67046813964843,73.62516969405684,71.71576658524003,2.6274815034183723,0.926254465494636,0.0,0.0,72.46429137802056,73.79248060572236,71.13610215031876,3.66577579782877,0.8840071662662959,0.0,0.0,70.95398721004992,73.78732306103302,72.37065513554147,3.8988820679376617,0.8930718644890043,0.0,0.0,-0.004913999263777669,-0.02636363516810648,0.02144963590432881,72.67046813964843,72.67046813964843,72.75942928519495,72.76434328445873,0.11759768314008744,0.0890814152564342,0.028516267883653232,-0.004927069682569791,4.9821169358958,42.927106762876605,-371.3495443055262,-372.147187837726,0.7976435321997997,72.37065513554147,72.37065513554147,72.37065513554147,72.37065513554147,0.0,0.0,0.0,0.0,166.6666666666648,113.93899273573173,111.46063099678508,16.0,8.0,8.0,70.95398721004992,72.85661316556887,0.0,0.0,65.23427488701063,0.0,0.0,0.0,-92.0823291858818,54.452563872114624,89.30718644890044,82.77265167417353,-10.692813551099565,0.0,0.0,-0.0067533066911183385,-0.03625108569204313,0.029497779000924797,-1.7558022884834454,-0.6732623965912552,-1.0825398918921902,72.8848310106055,1.6086497945935418,1.5958481306004302,0.9455726131685438
2020-01-09 00:00:00-05:00,74.46595763529108,75.23912061605091,74.21389747975358,75.04522705078125,170108400,0.0,0.0,298028768.82560694,300860400,0.3673698228975124,3062031.3856983483,1.0977452175913553,0.29322673863521836,4746671.113822586,72.96364906344044,61.30082820698046,1003.2276203102693,73.0662612915039,75.03922613223774,71.09329645077007,5.40048116835356,1.001520786995189,1.0,0.0,72.85903421204968,74.13672909118407,71.5813393329153,3.5073066585422024,1.355522266870428,1.0,0.0,70.95398721004992,75.23912061605091,73.09655391305041,5.864722418059821,0.9547520352579622,0.0,0.0,0.17779284238088167,0.014467660341691148,0.16332518203919053,73.0662612915039,73.0662612915039,73.11109047990054,72.93329763751966,0.17645759509778738,0.09436642585954642,0.08209116923824096,0.0017983398999522043,5.968274286026086,42.53131361102113,-367.9256562854772,-371.44359924568454,3.5179429602073355,73.09655391305041,73.09655391305041,73.09655391305041,73.09655391305041,0.0,0.0,0.0,0.0,178.3856089511004,113.93899273573173,111.46063099678508,20.0,8.0,12.0,71.06732064408924,72.85661316556887,0.0,0.0,79.07066785017486,0.0,0.0,0.0,-83.78743901477806,61.662856256457005,95.47520352579622,84.66173160121835,-4.5247964742037805,0.11088410149429251,0.0,0.24377458326993057,0.01975404810035161,0.22402053516957895,0.7283845192311923,-0.3929330134267658,1.121317532657958,73.78268900023163,2.1240809814050188,2.1018368193495007,3.089738322615254
2020-01-10 00:00:00-05:00,75.28032670743771,75.78203573703135,74.71075419050038,75.21488189697266,140644800,0.0,0.0,289754288.6184759,441505200,0.30439738573892405,6033322.889401598,0.3959934444544313,0.31035452293842053,5064627.003215459,73.29937834530008,68.12980184053652,1005.4956183470205,73.37320709228516,75.73914946908401,71.0072647154863,6.44906354937734,0.8892053379548712,0.0,0.0,73.1985851257809,74.44679238597192,71.95037786558984,3.4104682707901492,1.3076770723490194,1.0,0.0,70.95398721004992,75.78203573703135,73.36801147354063,6.580124705342312,0.8825293828574489,0.0,0.0,0.3324468189510128,0.07806349206355548,0.25438332688745735,73.37320709228516,73.37320709228516,73.43475069791164,73.10230387896063,0.2028731598549399,0.10255049385083488,0.10032266600410501,0.012744835164169016,6.930807739878263,42.22436781023988,-365.27036009055206,-370.5617079378085,5.291347847256418,73.36801147354063,73.36801147354063,73.36801147354063,73.36801147354063,0.0,0.0,0.0,0.0,129.47714199490986,113.93899273573173,111.46063099678508,24.0,8.0,16.0,71.31762864240693,72.85661316556887,0.0,0.0,80.00228390139799,0.0,0.0,0.0,-76.85828975697991,60.010217799386226,88.25293828574489,91.01177608681384,-11.747061714255114,0.33284431780610646,0.0,0.4547692771782716,0.1067570939159356,0.34801218326233596,0.904111280262169,-0.13352415468897885,1.0376354349511479,74.36382042041073,0.2260701351154637,0.22581498106450937,3.3227934333313724
2020-01-13 00:00:00-05:00,75.53240147855318,76.8484724820647,75.41363481692566,76.82180786132812,121532000,0.0,0.0,406769255.4152214,563037200,0.3789445683815808,33070409.09092263,1.0444505176223622,0.4152253793218407,7661093.57172721,73.64604574422621,72.40110758393789,1026.977497669529,73.80428218841553,76.9825039541436,70.62606042268746,8.612567378175594,0.9747191818789495,0.0,0.0,73.59392511673822,74.86546117754776,72.32238905592868,3.455546252744548,1.7692847824287565,1.0,0.0,70.95398721004992,76.8484724820647,73.9012298460573,7.986643995759893,0.9954763444972602,0.0,0.0,0.5780137228910007,0.17805353822904452,0.3999601846619562,73.80428218841553,73.80428218841553,73.95583641536034,73.37782269246934,0.23642172808069986,0.10628135659294942,0.13014037148775043,0.030331989817470862,7.92492183203158,41.79329271410951,-361.54125853722053,-369.434151762735,7.892893225514456,73.9012298460573,73.9012298460573,73.9012298460573,73.9012298460573,0.0,0.0,0.0,0.0,130.656151250949,113.93899273573173,111.46063099678508,28.000000000000004,8.0,20.000000000000004,71.67478120997689,72.85661316556887,0.0,0.0,86.24680833510028,0.0,0.0,0.0,-67.17654287176391,70.68021101969234,99.54763444972602,94.42525875375571,-0.4523655502739769,0.8160361864573389,0.0,0.7877226410948297,0.24295020335171444,0.5447724377431152,-0.08815385507507104,-0.12445009476619728,0.03629623969112625,75.30872507371006,2.1364468358224586,2.113944743053242,5.5302299843211555
2020-01-14 00:00:00-05:00,76.758789108947,76.96965039455488,75.66085034178165,75.78445434570312,161954400,0.0,0.0,275405031.8906622,401082800,0.22293121498907564,4345498.333514042,0.1488546622506018,0.3819290396879359,5474162.921589382,73.97277446264461,61.45702259576075,1026.977497669529,74.02430131700304,77.26896142276263,70.77964121124344,8.766472761058832,0.7712384304253691,0.0,0.0,73.87663547717618,75.15231198153724,72.60095897281512,3.453531677833846,1.247767502969926,1.0,0.0,70.95398721004992,76.96965039455488,73.96181880230239,8.12660582738008,0.8029816476586392,0.0,0.0,0.6810705469777076,0.27865693997877716,0.4024136069989305,74.02430131700304,74.02430131700304,74.2371622507977,73.55609170381999,0.2590251569319635,0.1252934076046891,0.13373174932727439,0.048758425669234495,8.923850341815246,41.573273585522,-359.6379389496509,-368.34568367239234,8.707744722741438,73.96181880230239,73.96181880230239,73.96181880230239,73.96181880230239,0.0,0.0,0.0,0.0,96.08209011624938,113.93899273573173,111.46063099678508,32.0,8.0,24.0,72.19215033718567,72.85661316556887,0.0,0.0,70.86328396619037,0.0,0.0,0.0,-60.27195034275403,66.21766123383475,80.29816476586392,89.36624583377828,-19.70183523413608,1.2620578529320596,0.0,0.9259199764447757,0.3795441579703267,0.546375818474449,1.496294537438848,0.19969883167481178,1.2965957057640363,75.48810360506268,-1.3503372863829743,-1.3595372545919915,4.105215940437157
2020-01-15 00:00:00-05:00,75.58328240864935,76.46793372841316,75.0258255219773,75.45967102050781,121923600,0.0,0.0,226840705.19424677,279159200,0.16712584026391625,-1932251.7466712785,-0.6722669874736845,0.2647961477810892,4951644.780241456,74.12353852525747,55.214054331446356,1022.5762630169397,74.16783828735352,77.36420189442066,70.97147468028638,8.61927131995745,0.7020785010657203,0.0,0.0,74.05408627182183,75.34640594639038,72.7617665972533,3.4902049019279486,1.043822390212875,1.0,0.0,70.95398721004992,76.96965039455488,73.96181880230239,8.110878412281702,0.748992035003482,1.3851487404181042,0.0,0.7281429439305924,0.3685541407691402,0.3595888031614522,74.16783828735352,74.16783828735352,74.4252405230608,73.6970975791302,0.2666859153675167,0.15644841587905117,0.1102374994884655,0.06597425857699442,9.942393443336469,41.42973661517152,-358.39624360723985,-367.02710758759724,8.63086398035739,73.96181880230239,73.96181880230239,73.96181880230239,73.96181880230239,0.0,0.0,0.0,0.0,66.97120314232416,113.93899273573173,111.46063099678508,32.0,8.0,24.0,72.76545034406998,72.85661316556887,0.0,0.0,66.84331748751666,0.0,0.0,0.0,-55.1308377691305,58.72967092787938,74.8992035003482,84.91500090531271,-25.100796499651807,1.6360072668493473,0.0,0.9880211946593545,0.5012395653081323,0.48678162935122216,0.39178192952372715,0.23811545124459488,0.15366647827913227,75.47749618701631,-0.4285619366127036,-0.4294828954749086,3.6590606108879875
